8,168,90
148,8,80
107,100,80
2,83,80
84,163,80
113,98,100
162,76,110
35,69,110
122,153,100
35,61,100
120,136,140
14,59,130
141,132,130
159,100,130
38,81,140
168,15,180
134,149,170
74,103,170
120,46,150
64,8,140
145,179,130
14,155,130
95,16,120
179,156,120
142,23,120
83,142,130
42,80,130
51,86,140
190,76,140
150,44,140
157,119,130
104,163,120
106,153,120
5,25,110
99,149,110
87,50,150
90,173,150
129,153,150
135,151,140
96,145,140
86,30,100
180,59,100
186,112,100
34,168,80
177,18,100
15,108,110
59,161,100
16,88,100
27,170,100
61,52,110
142,65,150
36,128,150
29,181,130
18,141,130
115,73,130
69,113,130
141,53,130
62,151,130
135,138,120
34,8,120
162,189,120
46,165,120
151,115,120
89,29,120
130,138,100
10,190,110
140,10,110
85,45,110
35,99,110
64,165,110
175,169,110
81,65,110
84,123,110
137,172,110
96,93,110
188,83,120
72,59,120
144,51,120
177,12,120
74,6,120
29,85,100
62,179,100
185,148,100
160,185,100
88,1,100
87,124,120
24,159,120
17,129,100
144,112,100
120,4,100
64,14,130
140,130,130
15,175,130
134,45,130
138,19,120
155,57,120
107,167,120
58,5,120
67,13,120
178,111,120
164,50,110
63,72,110
156,18,110
140,29,110
56,120,110
174,107,130
49,131,130
39,112,120
102,68,120
36,62,120
65,96,90
94,183,90
73,162,90
177,129,90
2,156,90
84,70,120
145,72,120
180,105,120
181,20,120
79,152,120
57,25,110
123,166,110
47,159,110
131,23,110
76,180,110
42,20,110
186,8,110
89,88,110
27,178,110
143,133,110
22,34,90
177,46,90
107,29,90
16,24,90
7,72,90
123,154,100
33,135,100
11,66,100
182,75,100
120,187,100
4,175,90
86,12,90
134,12,90
6,121,90
127,28,90
6,148,100
72,136,100
171,103,100
123,76,100
16,103,100
46,64,90
15,31,90
89,138,90
90,79,90
115,117,90
87,185,100
136,102,100
138,100,100
74,154,100
181,100,100
106,4,100
168,74,100
114,18,100
63,34,100
54,182,100
125,80,130
67,34,120
1,29,120
109,133,120
161,43,120
43,32,80
157,98,80
44,127,80
190,177,80
104,115,80
26,20,90
122,12,90
34,178,90
186,154,90
137,80,90
88,186,100
134,172,100
84,85,100
141,21,100
26,66,100
106,58,110
136,176,110
8,106,110
133,145,110
97,1,110
78,61,120
92,38,120
66,156,120
89,38,120
37,54,120
61,104,150
73,181,150
47,57,150
32,140,140
120,61,140
77,98,130
31,74,120
108,72,120
15,169,120
57,126,120
24,123,140
84,45,140
142,120,140
57,121,140
26,46,140
57,91,140
83,91,140
55,151,140
163,167,140
72,140,140
0,132,130
185,154,130
3,146,130
100,180,130
12,161,120
113,11,110
36,169,110
91,5,110
155,93,100
103,24,100
129,81,110
119,104,110
21,97,110
16,174,110
112,43,110
9,120,110
120,137,110
105,146,110
111,186,110
7,144,110
166,104,110
57,14,110
69,167,110
188,48,110
114,133,100
