163,170,90
109,46,90
82,171,90
168,188,90
16,3,90
73,11,100
18,171,100
115,121,100
76,128,100
137,71,100
146,57,130
4,118,130
23,62,130
53,107,130
124,57,110
88,125,130
125,158,130
162,42,120
94,98,120
10,102,120
111,85,120
140,128,120
84,103,110
31,115,110
33,58,110
57,174,110
102,84,110
63,110,110
3,1,110
139,34,110
181,122,150
160,143,140
22,162,140
151,35,120
71,51,120
176,80,140
157,99,140
145,35,140
3,9,140
147,51,140
152,74,90
71,94,90
164,141,90
64,26,90
104,129,90
169,1,100
113,26,100
20,169,100
68,22,90
189,114,90
170,33,120
86,148,120
58,125,120
35,24,120
26,122,120
1,104,130
158,74,130
101,59,130
93,183,130
169,90,130
16,118,100
108,88,100
127,147,100
29,59,100
27,153,100
39,18,90
44,182,90
68,3,90
3,56,90
81,106,90
8,6,110
164,160,100
148,77,100
6,103,100
165,3,120
152,168,110
38,74,110
109,133,110
97,58,110
168,89,110
189,82,110
140,82,110
95,18,110
65,67,100
16,115,100
4,63,120
115,127,120
163,21,120
32,31,120
131,122,120
107,136,130
64,170,130
177,170,130
21,30,130
72,52,130
10,135,140
163,30,140
179,98,140
155,36,140
15,52,140
183,64,130
70,10,130
116,113,130
179,178,130
150,190,130
65,32,130
148,36,130
116,55,130
55,103,130
19,116,130
109,52,100
167,170,100
111,187,100
63,120,80
184,101,90
10,44,100
185,174,100
115,160,100
80,11,100
22,103,100
12,185,90
102,158,90
54,139,90
93,106,90
110,18,90
99,135,110
63,179,110
46,99,110
64,75,110
12,134,110
92,163,90
48,151,90
188,4,90
113,66,90
26,179,90
12,27,110
186,148,110
83,148,110
42,1,110
2,15,110
87,10,100
92,91,100
24,24,100
184,49,100
6,49,100
164,68,110
121,149,110
53,111,110
171,75,110
75,18,110
140,111,90
86,136,90
102,54,90
172,137,90
52,111,90
147,100,100
45,180,100
125,87,100
139,70,100
101,113,100
32,81,130
8,189,130
179,102,130
78,46,130
84,15,130
152,187,140
114,113,140
100,15,140
76,142,140
105,169,140
102,180,90
59,11,90
92,143,90
47,7,90
184,86,90
59,131,110
5,27,110
56,175,110
51,158,110
40,36,100
68,79,100
20,58,100
63,105,100
138,135,100
116,101,100
94,129,100
73,182,100
139,91,100
46,120,100
50,39,100
93,139,130
84,50,130
10,122,130
60,169,130
30,27,130
167,78,130
176,168,130
50,58,130
139,20,130
80,21,130
64,27,130
33,151,130
102,4,130
130,107,130
94,162,130
105,18,140
154,128,140
5,44,140
183,86,140
85,111,140
163,26,130
69,183,130
163,33,130
124,189,130
2,43,130
130,147,140
147,34,140
174,179,140
84,70,140
1,120,140
67,73,100
182,60,100
62,156,100
184,40,100
119,106,100
105,6,130
187,160,130
32,137,130
169,80,130
70,157,130
61,4,130
94,114,130
1,33,130
101,82,130
170,130,130
125,79,130
90,128,130
162,18,130
189,134,130
123,143,130
