94,132,90
78,71,90
88,181,100
33,188,100
109,97,100
31,120,80
161,177,80
8,133,80
179,37,90
77,179,90
46,141,140
60,144,130
33,107,120
83,102,120
27,187,120
84,29,130
143,30,130
84,6,130
157,148,130
32,108,120
163,47,100
177,123,100
185,174,100
21,171,100
108,79,100
165,67,100
38,55,100
18,49,100
99,53,100
125,127,100
101,141,170
73,142,160
56,43,160
81,12,140
56,145,140
150,14,130
47,87,130
169,103,130
37,160,130
104,119,130
139,129,110
105,23,100
137,74,90
108,23,90
90,131,90
137,176,100
32,85,100
162,41,100
85,100,100
74,161,100
128,87,120
110,46,120
126,163,120
22,147,120
72,83,120
40,183,120
104,105,120
46,91,120
121,133,120
0,55,120
167,140,100
102,157,100
69,158,100
26,134,100
111,147,100
184,156,110
20,94,110
51,38,110
133,174,110
14,63,110
146,140,110
122,89,110
85,139,100
69,71,100
182,21,100
164,45,110
127,70,110
101,97,110
107,96,110
161,113,110
46,96,110
140,181,110
115,145,110
158,134,110
62,178,110
160,179,110
95,45,110
80,36,110
79,54,110
1,68,110
60,20,130
174,42,130
65,34,130
47,26,130
50,32,130
165,43,130
21,112,130
37,99,130
8,66,130
190,91,130
137,142,130
33,22,130
50,45,130
130,66,130
31,73,130
54,136,130
114,99,130
155,149,130
87,132,130
185,185,130
91,96,90
178,65,90
92,92,90
2,109,90
152,135,90
128,49,90
122,30,90
35,188,90
163,23,90
163,18,90
136,165,100
174,96,100
166,91,100
144,179,100
73,106,100
35,4,90
41,142,90
77,158,90
158,141,90
11,135,90
89,142,90
42,29,90
95,147,90
10,122,90
169,181,90
156,50,110
67,169,110
37,41,110
71,31,110
138,103,90
138,47,110
60,170,110
178,30,110
158,181,110
169,25,110
56,148,90
8,172,90
61,181,90
34,37,90
141,112,90
35,187,90
79,51,90
177,158,90
24,116,90
122,187,90
190,137,80
175,14,80
5,166,80
36,75,80
86,38,80
82,161,130
89,174,130
172,129,130
101,123,130
74,133,130
37,125,120
6,136,110
91,25,110
169,62,110
119,176,110
67,84,100
122,79,100
94,179,100
187,183,100
129,3,100
112,66,90
166,121,90
116,132,90
176,66,90
56,44,90
39,35,110
170,51,110
81,126,110
175,26,110
55,80,110
76,98,100
173,127,100
85,174,100
1,165,100
160,24,100
97,13,130
9,105,130
83,28,130
135,28,130
174,81,130
3,6,130
48,131,130
154,140,130
164,147,130
80,172,130
45,58,110
61,118,110
38,148,110
98,161,120
164,158,120
8,78,120
184,32,120
20,158,120
146,83,120
91,16,120
116,67,120
24,125,120
47,99,120
7,110,120
11,166,120
68,141,120
55,130,120
26,175,120
169,7,120
163,48,120
113,157,110
81,135,110
38,90,110
97,96,110
167,130,110
86,77,100
23,157,100
144,118,100
135,16,100
100,165,100
176,39,120
180,82,120
110,66,120
149,41,120
46,15,120
79,84,120
49,187,120
128,46,120
99,188,120
150,184,120
