112,84,90
130,149,90
94,154,90
41,33,90
175,18,90
74,175,80
47,14,80
163,33,80
8,103,80
12,23,80
68,13,150
7,98,150
167,174,130
167,50,130
113,49,130
20,86,190
97,140,180
116,185,180
133,64,180
50,45,120
167,26,100
176,75,100
118,174,100
154,186,100
69,37,100
160,96,130
61,189,130
156,23,120
166,60,110
123,110,110
79,12,150
138,8,150
90,53,140
60,95,140
29,136,140
126,147,160
151,31,150
159,16,150
187,64,140
39,106,130
179,184,90
162,0,90
138,29,90
130,130,90
142,101,90
105,54,110
81,59,100
108,129,100
173,31,90
38,94,80
63,167,120
128,18,120
54,98,120
32,156,120
12,56,120
149,53,120
119,19,120
75,140,120
18,37,120
96,79,120
144,16,110
97,182,110
107,119,110
145,108,110
137,105,110
8,98,100
122,145,100
70,172,100
65,131,100
175,94,100
9,69,120
76,70,120
147,21,120
111,182,120
109,70,120
18,9,100
4,92,100
112,141,110
134,3,110
37,100,110
28,145,130
101,14,130
93,177,130
181,153,110
112,160,110
76,60,100
58,3,100
155,152,100
165,166,100
48,31,100
23,39,130
104,32,130
165,46,130
25,172,130
156,150,130
167,182,110
17,106,110
157,138,110
89,89,110
14,48,110
107,105,110
70,177,110
39,11,110
183,53,110
70,92,110
180,126,130
136,49,130
108,21,130
137,31,130
109,183,130
128,51,90
60,27,90
155,20,90
45,30,90
95,155,90
130,1,90
11,15,90
96,28,90
134,103,90
95,130,130
112,53,100
3,100,100
56,184,100
116,93,100
27,164,100
115,1,90
71,68,90
90,68,90
182,38,90
107,166,90
156,147,90
89,88,90
0,154,90
74,152,90
149,14,90
174,9,120
122,72,120
30,161,120
107,51,120
5,113,120
129,187,110
77,163,110
92,57,110
36,96,110
28,185,110
51,163,100
53,63,100
174,126,100
32,110,100
122,1,100
126,70,100
91,81,100
5,27,100
97,169,100
119,154,100
73,175,80
145,92,80
74,16,80
94,66,80
77,84,80
5,62,140
69,158,140
128,134,140
127,36,140
75,75,140
62,61,110
151,23,110
67,15,110
112,111,100
176,15,100
40,32,100
98,174,100
41,9,90
78,106,90
183,105,90
80,60,90
123,143,90
176,64,90
124,120,90
115,11,90
186,79,90
71,112,90
12,182,100
57,127,100
141,17,100
31,13,110
31,174,110
61,175,110
22,52,110
160,174,110
22,170,130
141,121,130
176,143,130
11,187,130
35,168,130
75,78,120
167,147,120
80,48,120
116,138,120
76,26,120
80,0,120
20,145,120
18,165,120
27,27,120
26,40,120
15,129,130
90,42,130
147,128,130
172,105,120
104,172,120
22,70,130
119,176,130
175,129,130
164,43,130
31,109,130
162,70,130
150,65,130
9,1,120
27,11,120
159,95,110
115,112,90
42,175,90
91,57,90
76,46,90
32,66,90
117,74,110
70,150,110
112,98,110
53,183,110
62,23,110
133,50,120
110,30,120
24,120,120
138,107,120
172,41,120
149,54,110
11,92,110
22,133,110
29,132,110
73,51,110
