153,25,100
189,87,100
71,29,100
134,168,110
44,142,120
108,33,110
178,165,110
180,190,100
69,115,110
179,33,120
166,62,130
130,112,120
133,61,120
10,162,120
115,150,120
145,150,150
172,72,140
148,145,140
74,50,150
73,136,160
16,20,120
129,14,110
145,73,100
81,113,100
20,26,100
36,125,100
172,33,100
21,59,100
53,90,100
132,145,100
166,105,110
64,15,110
184,26,110
48,189,110
97,178,110
21,47,160
8,57,150
101,34,130
153,17,130
181,109,150
41,80,90
184,93,90
104,111,90
14,70,90
148,163,90
6,25,110
70,98,110
133,168,100
100,92,100
169,190,100
132,46,120
174,34,120
162,146,120
13,87,120
136,5,120
154,55,120
140,106,120
112,27,120
34,111,120
89,157,120
94,179,110
39,57,110
87,182,110
116,79,110
37,73,110
44,27,100
121,104,100
182,16,100
36,11,100
186,175,100
128,109,120
150,71,120
41,168,120
19,132,110
25,169,110
32,49,110
94,0,110
97,113,110
133,120,110
80,5,110
105,139,110
53,120,110
109,9,110
89,94,110
104,187,110
10,86,110
190,81,110
135,97,110
101,140,100
44,70,100
61,19,160
150,107,160
102,162,150
17,171,130
161,190,130
16,125,160
136,33,160
130,8,160
107,176,160
32,45,160
25,32,130
5,37,130
94,70,130
3,141,130
105,5,130
68,75,130
180,189,130
43,156,130
35,43,130
6,92,130
4,17,90
145,139,90
76,173,90
131,98,90
54,119,90
34,130,100
115,134,100
154,149,100
116,81,100
96,61,100
56,9,100
93,174,100
97,184,100
161,4,100
32,152,100
21,44,100
183,177,100
122,31,100
1,135,100
107,0,100
54,92,120
29,75,120
95,87,120
109,113,120
86,138,120
7,183,110
156,108,110
93,176,110
186,77,100
95,171,100
137,65,130
79,150,130
102,145,130
33,43,130
128,100,130
115,140,120
59,45,120
42,147,120
106,163,120
125,106,120
119,15,100
54,64,100
189,154,100
129,73,100
25,187,100
130,42,100
153,66,100
175,22,100
28,151,100
121,53,100
39,177,130
177,49,130
47,184,130
89,102,130
166,119,130
180,13,130
160,61,130
75,132,130
106,67,130
186,39,130
85,39,120
76,183,120
2,170,90
141,157,90
150,174,90
114,60,90
185,153,90
38,89,90
119,60,90
173,125,90
92,126,110
103,115,110
110,30,110
117,23,110
81,1,110
185,143,100
18,131,100
141,126,100
85,36,100
134,171,100
124,137,130
186,33,130
190,98,130
70,93,130
179,40,130
50,171,130
13,8,130
187,10,130
120,96,130
131,142,130
182,186,140
83,180,140
165,115,140
182,151,130
80,150,130
60,110,140
23,112,140
104,180,140
116,118,140
15,158,140
137,51,160
90,88,160
54,107,160
115,35,140
101,124,140
178,137,140
47,159,140
17,170,130
134,29,130
10,168,120
64,176,110
70,164,110
109,106,110
142,44,110
56,167,110
42,173,120
72,157,110
9,69,110
189,45,110
70,63,110
109,103,120
172,59,120
10,106,120
90,133,120
120,128,120
106,47,120
55,39,120
135,2,120
0,103,120
118,160,110
